,name,company,year,Price,kms_driven,fuel_type
317,Honda City,Honda,2017,750000.0,3000,Petrol
318,Hyundai Elite i20,Hyundai,2015,419000.0,20000,Petrol
319,Maruti Suzuki Versa,Maruti,2004,90000.0,50000,Petrol
320,Hyundai Eon Era,Hyundai,2018,140000.0,2110,Petrol
321,Hyundai i10 Magna,Hyundai,2008,275000.0,100200,Petrol
322,Toyota Corolla H2,Toyota,2003,150000.0,100000,Petrol
323,Maruti Suzuki Swift,Maruti,2011,230000.0,65,Petrol
324,Tata Indigo CS,Tata,2015,123000.0,100000,Diesel
325,Hyundai Accent Executive,Hyundai,2009,165000.0,48000,Petrol
326,Maruti Suzuki Baleno,Maruti,2016,498000.0,22000,Petrol
327,Tata Zest XE,Tata,2018,480000.0,103553,Diesel
328,Maruti Suzuki Dzire,Maruti,2017,488000.0,80000,Diesel
329,Tata Sumo Gold,Tata,2014,250000.0,99000,Diesel
330,Toyota Corolla Altis,Toyota,2010,220000.0,58000,Petrol
331,Maruti Suzuki Eeco,Maruti,2013,290000.0,70000,LPG
332,Mahindra XUV500 W6,Mahindra,2013,548900.0,49800,Diesel
333,Tata Tigor Revotron,Tata,2019,650000.0,100,Diesel
334,Maruti Suzuki Ertiga,Maruti,2015,550000.0,75000,Petrol
335,Honda Mobilio S,Honda,2014,399000.0,44000,Diesel
336,Maruti Suzuki Ertiga,Maruti,2016,730000.0,55000,Diesel
337,Maruti Suzuki Vitara,Maruti,2017,725000.0,36000,Diesel
338,Hyundai Verna 1.6,Hyundai,2016,195000.0,56000,Diesel
339,Maruti Suzuki Swift,Maruti,2007,130000.0,62000,Petrol
340,Maruti Suzuki Omni,Maruti,2014,190000.0,6020,Petrol
341,Honda Amaze,Honda,2013,250000.0,55700,Diesel
342,Tata Indica,Tata,2005,80000.0,42000,Petrol
343,Hyundai Santro Xing,Hyundai,2003,120000.0,50000,Petrol
344,Maruti Suzuki Zen,Maruti,2010,149000.0,35000,Petrol
345,Maruti Suzuki Wagon,Maruti,2014,250000.0,18500,Petrol
346,Maruti Suzuki Wagon,Maruti,2007,120000.0,7000,Petrol
347,Honda Brio VX,Honda,2017,450000.0,11000,Petrol
348,Maruti Suzuki Zen,Maruti,2003,99999.0,53000,Petrol
349,Maruti Suzuki Zen,Maruti,2008,135000.0,23000,Petrol
350,Maruti Suzuki Wagon,Maruti,2016,225000.0,35500,Diesel
351,Maruti Suzuki Alto,Maruti,2010,99000.0,22134,Petrol
352,Renault Kwid RXT,Renault,2019,370000.0,1000,Petrol
353,Tata Nano Lx,Tata,2010,52000.0,9000,Petrol
354,Hyundai Eon Magna,Hyundai,2014,190000.0,35000,Petrol
355,Honda City 1.5,Honda,2014,499000.0,22000,Petrol
356,Maruti Suzuki Ritz,Maruti,2010,149000.0,40000,Petrol
357,Hyundai Grand i10,Hyundai,2017,400000.0,20000,Petrol
358,Hyundai Eon D,Hyundai,2016,120000.0,87000,Petrol
359,Maruti Suzuki Swift,Maruti,2015,250000.0,55000,Petrol
360,Maruti Suzuki Wagon,Maruti,2017,375000.0,23000,Petrol
361,Honda Amaze 1.2,Honda,2014,381000.0,6000,Petrol
362,Maruti Suzuki Estilo,Maruti,2013,180000.0,65000,Petrol
363,Maruti Suzuki Vitara,Maruti,2016,580000.0,25000,Diesel
364,Maruti Suzuki Eeco,Maruti,2015,278000.0,39000,Petrol
365,Mahindra Scorpio Vlx,Mahindra,2013,690000.0,75000,Diesel
366,Maruti Suzuki Ertiga,Maruti,2012,480000.0,51000,Diesel
367,Mitsubishi Lancer 1.8,Mitsubishi,2006,85000.0,50000,Petrol
368,Maruti Suzuki Alto,Maruti,2015,90000.0,55800,Petrol
369,Hyundai Grand i10,Hyundai,2015,340000.0,53000,Petrol
370,Hyundai Eon D,Hyundai,2018,260000.0,25000,Petrol
371,Ford Fiesta SXi,Ford,2009,250000.0,56400,Petrol
372,Maruti Suzuki Ritz,Maruti,2010,180000.0,72160,Diesel
373,Hyundai Verna Fluidic,Hyundai,2012,350000.0,10000,Diesel
374,Maruti Suzuki Wagon,Maruti,2006,90001.0,48000,Petrol
375,Maruti Suzuki Estilo,Maruti,2007,115000.0,36000,Petrol
376,Maruti Suzuki Wagon,Maruti,2009,159000.0,27000,Petrol
377,Maruti Suzuki Wagon,Maruti,2009,160000.0,35000,Petrol
378,Maruti Suzuki Alto,Maruti,2010,110000.0,55000,Petrol
379,Maruti Suzuki Baleno,Maruti,2016,425000.0,40000,Petrol
380,Hyundai Verna 1.6,Hyundai,2019,900000.0,2000,Petrol
381,Maruti Suzuki Swift,Maruti,2009,150000.0,45000,Petrol
382,Hyundai Getz Prime,Hyundai,2009,110000.0,20000,Petrol
383,Hyundai Getz Prime,Hyundai,2009,115000.0,20000,Petrol
384,Chevrolet Beat PS,Chevrolet,2012,215000.0,65422,Diesel
385,Ford EcoSport Trend,Ford,2017,580000.0,10000,Petrol
386,Maruti Suzuki Dzire,Maruti,2013,380000.0,35000,Petrol
387,Hyundai i20 Asta,Hyundai,2010,300000.0,10750,Petrol
388,Honda City 1.5,Honda,2009,269000.0,55000,Petrol
389,Tata Nano,Tata,2013,60000.0,6800,Petrol
390,Chevrolet Cruze LTZ,Chevrolet,2014,400000.0,41000,Diesel
391,Hyundai Verna Fluidic,Hyundai,2015,430000.0,73000,Diesel
392,Maruti Suzuki Swift,Maruti,2011,140000.0,65000,Diesel
393,Maruti Suzuki Alto,Maruti,2014,199000.0,37000,Petrol
394,Hyundai Accent GLE,Hyundai,2006,90000.0,55000,Petrol
395,Maruti Suzuki Alto,Maruti,2019,265000.0,9800,Petrol
396,Chevrolet Spark 1.0,Chevrolet,2011,100000.0,27000,Petrol
397,Hyundai i10,Hyundai,2009,215000.0,27000,Petrol
398,Toyota Etios Liva,Toyota,2012,380000.0,20000,Diesel
399,Renault Duster 85PS,Renault,2013,401919.0,57923,Diesel
400,Chevrolet Enjoy,Chevrolet,2014,490000.0,30201,Diesel
401,Maruti Suzuki Alto,Maruti,2017,280000.0,6200,Petrol
402,BMW 5 Series,BMW,2009,650000.0,37518,Petrol
403,Toyota Etios Liva,Toyota,2014,160000.0,24652,Petrol
404,Mahindra Jeep MM,Mahindra,2004,424000.0,383,Diesel
405,Chevrolet Beat LS,Chevrolet,2016,225000.0,95000,Diesel
406,Chevrolet Cruze LTZ,Chevrolet,2011,350000.0,35000,Diesel
407,Jeep Wrangler Unlimited,Jeep,2015,950000.0,3528,Diesel
408,Maruti Suzuki Ertiga,Maruti,2013,485000.0,52500,Diesel
409,Hyundai Verna VGT,Hyundai,2010,205000.0,47900,Diesel
410,Maruti Suzuki Omni,Maruti,2012,160000.0,14000,Petrol
411,Maruti Suzuki Celerio,Maruti,2018,310000.0,37000,Petrol
412,Tata Zest Quadrajet,Tata,2017,180000.0,90000,Diesel
413,Mahindra XUV500 W6,Mahindra,2013,549900.0,52800,Diesel
414,Tata Indigo CS,Tata,2016,150000.0,104000,Diesel
415,Hyundai i10 Era,Hyundai,2011,175000.0,30000,Petrol
416,Tata Indigo LX,Tata,2016,230000.0,104000,Diesel
417,Tata Indigo eCS,Tata,2016,230000.0,104000,Diesel
418,Tata Indigo Marina,Tata,2004,180000.0,70000,Diesel
419,Hyundai Xcent SX,Hyundai,2015,400000.0,43000,Diesel
420,Hyundai Eon Magna,Hyundai,2013,185000.0,23000,Petrol
421,Renault Duster 85,Renault,2015,385000.0,51000,Diesel
422,Maruti Suzuki Alto,Maruti,2009,90000.0,62000,Petrol
423,Tata Nano LX,Tata,2010,32000.0,48008,Petrol
424,Renault Duster 110,Renault,2013,435000.0,39000,Diesel
425,Maruti Suzuki Wagon,Maruti,2010,225000.0,40000,Petrol
426,Maruti Suzuki Swift,Maruti,2006,189700.0,48247,Petrol
427,Maruti Suzuki Ertiga,Maruti,2012,389700.0,39000,Diesel
428,Maruti Suzuki Swift,Maruti,2014,365000.0,23000,Petrol
429,Maruti Suzuki Alto,Maruti,2017,360000.0,9400,Petrol
430,Hyundai i20 Magna,Hyundai,2010,210000.0,50000,Petrol
431,Hyundai i10 Magna,Hyundai,2009,170000.0,75000,Petrol
432,Tata Zest XE,Tata,2017,380000.0,70000,Diesel
433,Mahindra Xylo E8,Mahindra,2009,295000.0,64000,Diesel
434,Toyota Corolla Altis,Toyota,2010,185000.0,55000,Petrol
435,Renault Kwid 1.0,Renault,2018,290000.0,2137,Petrol
436,Tata Venture EX,Tata,2013,100000.0,30000,Diesel
437,Maruti Suzuki Swift,Maruti,2014,315000.0,44000,Petrol
438,Skoda Octavia Classic,Skoda,2006,114990.0,65000,Diesel
439,Chevrolet Beat Diesel,Chevrolet,2011,125000.0,56000,Diesel
440,Tata Sumo Gold,Tata,2012,210000.0,75000,Diesel
441,Hyundai Verna 1.6,Hyundai,2018,855000.0,42000,Diesel
442,Mahindra Scorpio 2.6,Mahindra,2007,260000.0,56000,Diesel
443,Maruti Suzuki Swift,Maruti,2011,255000.0,64000,Petrol
444,Mahindra Scorpio SLX,Mahindra,2008,300000.0,70000,Diesel
445,Hyundai Grand i10,Hyundai,2014,340000.0,25000,Petrol
446,Hyundai Elite i20,Hyundai,2017,550000.0,15000,Petrol
447,Ford Ikon 1.6,Ford,2003,60000.0,50000,Petrol
448,Nissan Sunny XL,Nissan,2011,230000.0,52000,Petrol
449,Chevrolet Beat LT,Chevrolet,2012,130000.0,90001,Diesel
450,Maruti Suzuki Alto,Maruti,2017,270000.0,21000,Petrol
451,Maruti Suzuki Swift,Maruti,2012,280000.0,48006,Diesel
452,Maruti Suzuki Swift,Maruti,2012,280000.0,48006,Diesel
453,Toyota Innova 2.0,Toyota,2012,600000.0,80000,Diesel
454,Maruti Suzuki Swift,Maruti,2010,190000.0,74000,Diesel
455,Hyundai Elite i20,Hyundai,2015,500000.0,22000,Petrol
456,Volkswagen Polo Trendline,Volkswagen,2015,350000.0,25000,Diesel
457,Toyota Etios Liva,Toyota,2012,350000.0,85000,Diesel
458,Mahindra TUV300 T4,Mahindra,2016,540000.0,29500,Diesel
459,Hyundai Elite i20,Hyundai,2015,470000.0,30000,Petrol
460,Hyundai Santro Xing,Hyundai,2014,179000.0,57000,Petrol
461,Maruti Suzuki Zen,Maruti,2003,48000.0,60000,Petrol
462,Maruti Suzuki Ciaz,Maruti,2016,650000.0,50000,Petrol
463,Hyundai Eon Era,Hyundai,2013,190000.0,39700,Petrol
464,Hyundai Elantra 1.8,Hyundai,2012,500000.0,65000,Petrol
465,Maruti Suzuki Swift,Maruti,2010,270000.0,67000,Diesel
466,Maruti Suzuki Zen,Maruti,2008,125000.0,46000,Petrol
467,Hyundai Eon Era,Hyundai,2012,188000.0,38000,Petrol
468,Hyundai Grand i10,Hyundai,2016,380000.0,27000,Petrol
469,Hyundai Verna Fluidic,Hyundai,2011,365000.0,43000,Diesel
470,Ford EcoSport Trend,Ford,2014,465000.0,47000,Petrol
471,Hyundai i20 Magna,Hyundai,2011,240000.0,42000,Petrol
472,Chevrolet Beat Diesel,Chevrolet,2016,179999.0,19336,Diesel
473,Tata Indica eV2,Tata,2015,140000.0,60105,Diesel
474,Maruti Suzuki Swift,Maruti,2015,475000.0,22000,Petrol
475,Maruti Suzuki S,Maruti,2016,615000.0,21000,Diesel
476,Maruti Suzuki Ertiga,Maruti,2013,475000.0,48000,Diesel
477,Maruti Suzuki Alto,Maruti,2016,270000.0,38000,Petrol
478,Honda City SV,Honda,2014,475000.0,34000,Diesel
479,Volkswagen Vento Comfortline,Volkswagen,2011,240000.0,45933,Petrol
480,Honda City 1.5,Honda,2005,120000.0,68000,Petrol
481,Mahindra KUV100,Mahindra,2017,360000.0,35000,Diesel
482,Tata Zest XE,Tata,2018,450000.0,102563,Diesel
483,Mahindra XUV500 W8,Mahindra,2015,900000.0,28600,Diesel
484,Maruti Suzuki Swift,Maruti,2017,650000.0,41800,Diesel
485,Maruti Suzuki Swift,Maruti,2009,210000.0,59000,Petrol
486,Mahindra Scorpio 2.6,Mahindra,2004,175000.0,58000,Diesel
487,Maruti Suzuki Omni,Maruti,2009,85000.0,45000,Petrol
488,Renault Duster,Renault,2014,800000.0,7400,Diesel
489,Volkswagen Jetta Comfortline,Volkswagen,2009,450000.0,54500,Diesel
490,Toyota Corolla Altis,Toyota,2014,790000.0,29000,Petrol
491,Chevrolet Beat LT,Chevrolet,2012,135000.0,36000,Petrol
492,Datsun Redi GO,Datsun,2018,299999.0,7000,Petrol
493,Mahindra Scorpio SLX,Mahindra,2004,175000.0,60000,Diesel
494,Volkswagen Vento Comfortline,Volkswagen,2011,200000.0,95000,Diesel
495,Tata Indigo CS,Tata,2017,270000.0,50000,Diesel
496,Ford Figo Petrol,Ford,2019,525000.0,0,Petrol
497,Honda City ZX,Honda,2006,180000.0,50000,Petrol
498,Maruti Suzuki Wagon,Maruti,2008,140000.0,68000,Petrol
499,Ford EcoSport Trend,Ford,2014,400000.0,16000,Petrol
500,Maruti Suzuki Swift,Maruti,2016,499000.0,51000,Diesel
501,Maruti Suzuki Omni,Maruti,2009,85000.0,56000,Petrol
502,Maruti Suzuki Zen,Maruti,2004,70000.0,100000,Petrol
503,Renault Duster RxL,Renault,2015,550000.0,36000,Petrol
504,Maruti Suzuki Swift,Maruti,2014,370000.0,11523,Petrol
505,Maruti Suzuki Baleno,Maruti,2018,690000.0,1000,Petrol
506,Honda WR V,Honda,2009,250000.0,60000,Petrol
507,Tata Indigo CS,Tata,2016,110000.0,85000,Diesel
508,Renault Duster 110,Renault,2013,490000.0,38600,Diesel
509,Mahindra Scorpio LX,Mahindra,2009,320000.0,95500,Diesel
510,Maruti Suzuki Zen,Maruti,2004,68000.0,56000,Petrol
511,Maruti Suzuki Wagon,Maruti,2014,130000.0,37458,Petrol
512,Maruti Suzuki SX4,Maruti,2016,970000.0,85960,Diesel
513,Hyundai Eon D,Hyundai,2018,280000.0,35000,Petrol
514,Maruti Suzuki Zen,Maruti,2009,125000.0,0,Petrol
515,Mahindra Scorpio SLX,Mahindra,2008,285000.0,80000,Diesel
516,Hyundai Santro AE,Hyundai,2011,165000.0,45000,Petrol
517,Maruti Suzuki Swift,Maruti,2009,250000.0,51000,Diesel
518,Mahindra Xylo D2,Mahindra,2011,390000.0,48000,Diesel
519,Hyundai Santro,Hyundai,2003,60000.0,51000,Petrol
520,Chevrolet Beat LT,Chevrolet,2015,215000.0,90000,Diesel
521,Maruti Suzuki Swift,Maruti,2015,475000.0,43000,Diesel
522,Mahindra XUV500 W8,Mahindra,2015,899000.0,53000,Diesel
523,Maruti Suzuki Alto,Maruti,2013,240000.0,20000,Petrol
524,Hyundai Getz GLE,Hyundai,2007,99000.0,55000,Petrol
525,Hyundai Santro Xing,Hyundai,2007,115000.0,46000,Petrol
526,Hyundai Santro Xing,Hyundai,2009,88000.0,43200,Petrol
527,Mahindra Xylo D2,Mahindra,2011,390000.0,56000,Diesel
528,Hyundai Santro Xing,Hyundai,2007,135000.0,42000,Petrol
529,Tata Indica V2,Tata,2009,90000.0,30600,Diesel
530,Hyundai i10 Sportz,Hyundai,2011,220000.0,38000,Petrol
531,Hyundai Grand i10,Hyundai,2017,424999.0,2550,Petrol
532,Hyundai Santro Xing,Hyundai,2007,135000.0,47000,Petrol
533,Honda City 1.5,Honda,2005,95000.0,41000,Petrol
534,Nissan Micra XL,Nissan,2017,430000.0,62500,Diesel
535,Honda City 1.5,Honda,2005,115000.0,68000,Petrol
536,Maruti Suzuki Alto,Maruti,2015,215000.0,50000,Petrol
537,Maruti Suzuki Wagon,Maruti,2004,53000.0,69000,Petrol
538,Maruti Suzuki Ertiga,Maruti,2012,500000.0,48000,Diesel
539,Tata Indica eV2,Tata,2012,85000.0,55000,Diesel
540,Maruti Suzuki Omni,Maruti,2013,165000.0,25000,Petrol
541,Hyundai Eon Era,Hyundai,2014,200000.0,28400,Petrol
542,Hyundai Eon,Hyundai,2014,200000.0,28000,Petrol
543,Maruti Suzuki Swift,Maruti,2015,425000.0,42000,Diesel
544,Hyundai Verna 1.6,Hyundai,2012,600000.0,29000,Diesel
545,Chevrolet Tavera LS,Chevrolet,2005,130000.0,68485,Diesel
546,Tata Tiago Revotron,Tata,2018,430000.0,3500,Petrol
547,Tata Tiago Revotorq,Tata,2019,568500.0,0,Petrol
548,Maruti Suzuki Zen,Maruti,2006,71000.0,32000,Petrol
549,Mahindra KUV100 K8,Mahindra,2018,560000.0,8000,Diesel
550,Ford EcoSport Titanium,Ford,2014,590000.0,34000,Diesel
551,Ford Fusion 1.4,Ford,2007,125000.0,85455,Diesel
552,Hyundai Santro Xing,Hyundai,2007,135000.0,46000,Petrol
553,Fiat Linea Emotion,Fiat,2009,120000.0,64000,Petrol
554,Ford Ikon 1.3,Ford,2008,95000.0,46000,Petrol
555,Maruti Suzuki Omni,Maruti,2017,240000.0,8000,Petrol
556,Tata Indica V2,Tata,2012,115000.0,64000,Diesel
557,Mahindra Scorpio S4,Mahindra,2015,795000.0,63000,Diesel
558,Hyundai Santro Xing,Hyundai,2007,55000.0,65000,Petrol
559,Mahindra Xylo D2,Mahindra,2009,300000.0,62000,Diesel
560,Hyundai Grand i10,Hyundai,2014,320000.0,41000,Petrol
561,Maruti Suzuki Alto,Maruti,2015,265000.0,14000,Petrol
562,Toyota Corolla,Toyota,2006,160000.0,40000,Petrol
563,Hyundai Eon Magna,Hyundai,2017,300000.0,1600,Petrol
564,Tata Sumo Grande,Tata,2010,130000.0,90000,Diesel
565,Maruti Suzuki Swift,Maruti,2011,250000.0,58000,Diesel
566,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000.0,27000,Petrol
567,Maruti Suzuki Alto,Maruti,2003,42000.0,60000,Petrol
568,Tata Tiago Revotron,Tata,2017,400000.0,31000,Petrol
569,Maruti Suzuki Swift,Maruti,2009,120000.0,90000,Diesel
570,Maruti Suzuki Swift,Maruti,2009,120000.0,90000,Diesel
571,Chevrolet Beat LS,Chevrolet,2014,189000.0,31000,Diesel
572,Mahindra Xylo E8,Mahindra,2011,365000.0,43000,Diesel
573,Hyundai Eon D,Hyundai,2013,170000.0,20000,Petrol
574,Tata Sumo Gold,Tata,2013,215000.0,100000,Petrol
575,Tata Nano,Tata,2013,60000.0,7000,Petrol
576,Hyundai Elite i20,Hyundai,2017,599999.0,31000,Petrol
577,Hyundai i10 Magna,Hyundai,2009,400000.0,33000,Petrol
578,Hyundai Creta,Hyundai,2016,900000.0,60000,Diesel
579,Volkswagen Polo,Volkswagen,2013,299999.0,48000,Diesel
580,Maruti Suzuki Dzire,Maruti,2014,374999.0,33000,Petrol
581,Tata Bolt XM,Tata,2015,600000.0,15000,Petrol
582,Maruti Suzuki Alto,Maruti,2005,70000.0,47000,Petrol
583,Maruti Suzuki Alto,Maruti,2005,100000.0,40000,Petrol
584,Maruti Suzuki Ritz,Maruti,2010,150000.0,38000,Diesel
585,Maruti Suzuki Alto,Maruti,2017,225000.0,12500,Petrol
586,Maruti Suzuki Dzire,Maruti,2009,210000.0,42000,Petrol
587,Hyundai i20 Asta,Hyundai,2014,425000.0,31000,Petrol
588,Maruti Suzuki Swift,Maruti,2008,162000.0,60000,Diesel
589,Tata Indica V2,Tata,2005,60000.0,80000,Diesel
590,Mahindra Scorpio VLX,Mahindra,2014,650000.0,77000,Diesel
591,Toyota Innova 2.5,Toyota,2012,750000.0,75000,Diesel
592,Mahindra Xylo E8,Mahindra,2010,375000.0,40000,Diesel
593,Hyundai i20 Magna,Hyundai,2011,230000.0,47000,Petrol
594,Mahindra KUV100,Mahindra,2016,380000.0,26500,Petrol
595,Mahindra KUV100 K8,Mahindra,2019,560000.0,2875,Petrol
596,Datsun Go Plus,Datsun,2016,285000.0,13900,Petrol
597,Tata Indica V2,Tata,2005,39999.0,80000,Diesel
598,Hyundai Santro Xing,Hyundai,2006,85000.0,60000,Petrol
599,Maruti Suzuki Wagon,Maruti,2016,395000.0,20000,Petrol
600,Maruti Suzuki Swift,Maruti,2008,175000.0,58000,Diesel
601,Maruti Suzuki Alto,Maruti,2019,400000.0,1500,Petrol
602,Toyota Innova 2.5,Toyota,2011,750000.0,75000,Diesel
603,Maruti Suzuki Alto,Maruti,2016,250000.0,2450,Petrol
604,Maruti Suzuki Alto,Maruti,2019,425000.0,1625,Petrol
605,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000.0,45000,Petrol
606,Mahindra Logan,Mahindra,2009,130000.0,65000,Diesel
607,Mahindra Scorpio,Mahindra,2011,475000.0,60123,Diesel
608,Chevrolet Sail 1.2,Chevrolet,2013,300000.0,28000,Petrol
609,Hyundai Santro AE,Hyundai,2003,60000.0,70000,Petrol
610,Maruti Suzuki Wagon,Maruti,2006,100000.0,7000,Petrol
611,Hyundai Eon,Hyundai,2018,260000.0,25000,Petrol
612,Tata Manza,Tata,2015,100000.0,100000,Diesel
613,Toyota Etios G,Toyota,2013,265000.0,42000,Petrol
614,Toyota Qualis,Toyota,2003,180000.0,100000,Diesel
615,Tata Indica eV2,Tata,2016,50500.0,91200,Diesel
616,Honda City 1.5,Honda,2009,270000.0,55000,Petrol
617,Mahindra Quanto C4,Mahindra,2013,325000.0,63000,Diesel
618,Tata Indigo eCS,Tata,2016,160000.0,104000,Diesel
619,Hyundai Elite i20,Hyundai,2011,290000.0,40000,Petrol
620,Hyundai i20 Select,Hyundai,2011,290000.0,40000,Petrol
621,Chevrolet Tavera Neo,Chevrolet,2007,465000.0,100800,Diesel
622,Hyundai Elite i20,Hyundai,2018,510000.0,2100,Petrol
623,Honda City VX,Honda,2016,860000.0,95000,Petrol
624,Maruti Suzuki Dzire,Maruti,2016,450000.0,2500,Diesel
625,Hyundai Getz,Hyundai,2006,125000.0,80000,Petrol
626,Mercedes Benz C,Mercedes,2006,500001.0,15000,Petrol
627,Maruti Suzuki Alto,Maruti,2005,95000.0,65000,Petrol
628,Skoda Fabia,Skoda,2009,110000.0,45000,Petrol
629,Maruti Suzuki Ritz,Maruti,2011,270000.0,50000,Petrol
630,Tata Indica V2,Tata,2009,110000.0,30000,Diesel
631,Tata Zest XM,Tata,2018,260000.0,27000,Diesel
632,Mahindra Quanto C8,Mahindra,2013,390000.0,40000,Diesel
